time_period,area_code,area_name,region_or_country_name,index,monthly_change,annual_change,rental_price
2024-07-01,E12000003,Yorkshire and The Humber,,111.030708,0.052176,7.014407,794.0
2024-08-01,E12000003,Yorkshire and The Humber,,111.591782,0.505332,6.90383,798.0
2024-09-01,E12000003,Yorkshire and The Humber,,111.595368,0.003213,6.229872,798.0
2024-10-01,E12000003,Yorkshire and The Humber,,112.135872,0.484342,5.897495,802.0
2024-11-01,E12000003,Yorkshire and The Humber,,112.478384,0.305444,5.646817,805.0
2024-12-01,E12000003,Yorkshire and The Humber,,112.625053,0.130398,5.274181,806.0
2025-01-01,E12000003,Yorkshire and The Humber,,113.144242,0.460989,5.222039,809.0
2025-02-01,E12000003,Yorkshire and The Humber,,113.608182,0.410043,4.849156,813.0
2025-03-01,E12000003,Yorkshire and The Humber,,114.057836,0.395794,4.579336,816.0
2025-04-01,E12000003,Yorkshire and The Humber,,114.074339,0.014469,3.951478,816.0
2025-05-01,E12000003,Yorkshire and The Humber,,114.5421,0.410049,3.714602,819.0
2025-06-01,E12000003,Yorkshire and The Humber,,114.907325,0.318857,3.54548,822.0
2025-07-01,E12000003,Yorkshire and The Humber,,114.966229,0.051262,3.544534,822.0
2025-08-01,E12000003,Yorkshire and The Humber,,115.363206,0.345299,3.379661,825.0
2025-09-01,E12000003,Yorkshire and The Humber,,115.885537,0.452771,3.844397,829.0
2025-10-01,E12000003,Yorkshire and The Humber,,116.44792,0.485292,3.845379,833.0
2025-11-01,E12000003,Yorkshire and The Humber,,117.109357,0.568011,4.117212,838.0
2025-12-01,E12000003,Yorkshire and The Humber,,117.626529,0.441614,4.44082,841.0
2026-01-01,E12000003,Yorkshire and The Humber,,117.901395,0.233677,4.204503,843.0
2026-02-01,E12000003,Yorkshire and The Humber,,118.542481,0.543748,4.34326,848.0
2026-03-01,E12000003,Yorkshire and The Humber,,119.076368,0.450376,4.399988,852.0
2026-04-01,E12000003,Yorkshire and The Humber,,119.483913,0.342255,4.742148,855.0
2026-05-01,E12000003,Yorkshire and The Humber,,119.708285,0.187784,4.510294,856.0
2015-01-01,E12000004,East Midlands,,76.557273,,,566.0
2015-02-01,E12000004,East Midlands,,76.670548,0.147961,,567.0
2015-03-01,E12000004,East Midlands,,76.751892,0.106096,,568.0
2015-04-01,E12000004,East Midlands,,76.812172,0.078539,,568.0
2015-05-01,E12000004,East Midlands,,76.94986,0.179253,,569.0
2015-06-01,E12000004,East Midlands,,77.100959,0.19636,,570.0
2015-07-01,E12000004,East Midlands,,77.271772,0.221544,,572.0
2015-08-01,E12000004,East Midlands,,77.459455,0.242887,,573.0
2015-09-01,E12000004,East Midlands,,77.686225,0.292761,,575.0
2015-10-01,E12000004,East Midlands,,77.879696,0.249041,,576.0
2015-11-01,E12000004,East Midlands,,77.877951,-0.00224,,576.0
2015-12-01,E12000004,East Midlands,,77.88847,0.013507,,576.0
2016-01-01,E12000004,East Midlands,,78.129952,0.310035,2.054251,578.0
2016-02-01,E12000004,East Midlands,,78.087584,-0.054227,1.848215,578.0
2016-03-01,E12000004,East Midlands,,78.213064,0.160691,1.90376,579.0
2016-04-01,E12000004,East Midlands,,78.350802,0.176105,2.003106,580.0
2016-05-01,E12000004,East Midlands,,78.606496,0.326345,2.152876,582.0
2016-06-01,E12000004,East Midlands,,78.840289,0.297423,2.255912,583.0
2016-07-01,E12000004,East Midlands,,79.160299,0.405896,2.444007,586.0
2016-08-01,E12000004,East Midlands,,79.448731,0.364365,2.568152,588.0
2016-09-01,E12000004,East Midlands,,79.593636,0.182388,2.455275,589.0
2016-10-01,E12000004,East Midlands,,79.860233,0.334948,2.543073,591.0
2016-11-01,E12000004,East Midlands,,80.203955,0.430405,2.986729,593.0
2016-12-01,E12000004,East Midlands,,80.390429,0.232499,3.212232,595.0
2017-01-01,E12000004,East Midlands,,80.718078,0.407573,3.312592,597.0
2017-02-01,E12000004,East Midlands,,81.02536,0.380686,3.762155,599.0
2017-03-01,E12000004,East Midlands,,81.043439,0.022312,3.6188,600.0
2017-04-01,E12000004,East Midlands,,81.418663,0.462991,3.915545,602.0
2017-05-01,E12000004,East Midlands,,81.503432,0.104115,3.685365,603.0
2017-06-01,E12000004,East Midlands,,81.697664,0.238311,3.624257,604.0
2017-07-01,E12000004,East Midlands,,81.886817,0.231529,3.4443,606.0
2017-08-01,E12000004,East Midlands,,82.131955,0.299362,3.377303,608.0
2017-09-01,E12000004,East Midlands,,82.352131,0.268075,3.465723,609.0
2017-10-01,E12000004,East Midlands,,82.574958,0.270579,3.399345,611.0
2017-11-01,E12000004,East Midlands,,83.007011,0.523225,3.49491,614.0
2017-12-01,E12000004,East Midlands,,83.207927,0.242047,3.504768,616.0
2018-01-01,E12000004,East Midlands,,83.197801,-0.012169,3.072078,616.0
2018-02-01,E12000004,East Midlands,,83.469211,0.326222,3.016155,618.0
2018-03-01,E12000004,East Midlands,,83.648799,0.215156,3.214771,619.0
2018-04-01,E12000004,East Midlands,,83.850253,0.240833,2.986527,620.0
2018-05-01,E12000004,East Midlands,,84.120853,0.322718,3.211425,622.0
2018-06-01,E12000004,East Midlands,,84.367588,0.29331,3.268054,624.0
2018-07-01,E12000004,East Midlands,,84.609919,0.287232,3.325446,626.0
2018-08-01,E12000004,East Midlands,,84.835965,0.267163,3.292274,628.0
2018-09-01,E12000004,East Midlands,,85.883244,1.234475,4.287822,635.0
2018-10-01,E12000004,East Midlands,,86.269388,0.449616,4.474032,638.0
2018-11-01,E12000004,East Midlands,,86.855222,0.679075,4.636008,643.0
2018-12-01,E12000004,East Midlands,,86.829865,-0.029195,4.352877,642.0
2019-01-01,E12000004,East Midlands,,87.13659,0.353248,4.734246,645.0
2019-02-01,E12000004,East Midlands,,87.205047,0.078564,4.475706,645.0
2019-03-01,E12000004,East Midlands,,87.347498,0.163351,4.421699,646.0
2019-04-01,E12000004,East Midlands,,87.448849,0.116032,4.291693,647.0
2019-05-01,E12000004,East Midlands,,87.647164,0.226779,4.191958,648.0
2019-06-01,E12000004,East Midlands,,87.716017,0.078556,3.968857,649.0
2019-07-01,E12000004,East Midlands,,87.863635,0.168291,3.845549,650.0
2019-08-01,E12000004,East Midlands,,88.011304,0.168066,3.742916,651.0
2019-09-01,E12000004,East Midlands,,88.252863,0.274464,2.759118,653.0
2019-10-01,E12000004,East Midlands,,88.624933,0.421595,2.730453,656.0
2019-11-01,E12000004,East Midlands,,88.779396,0.174288,2.21538,657.0
2019-12-01,E12000004,East Midlands,,88.725917,-0.060238,2.18364,656.0
2020-01-01,E12000004,East Midlands,,88.668624,-0.064572,1.758199,656.0
2020-02-01,E12000004,East Midlands,,88.931131,0.296053,1.979339,658.0
2020-03-01,E12000004,East Midlands,,88.995471,0.072348,1.886686,658.0
2020-04-01,E12000004,East Midlands,,89.202244,0.232341,2.005052,660.0
2020-05-01,E12000004,East Midlands,,89.317469,0.129173,1.905715,661.0
2020-06-01,E12000004,East Midlands,,89.40659,0.09978,1.927326,661.0
2020-07-01,E12000004,East Midlands,,89.438508,0.0357,1.792407,662.0
2020-08-01,E12000004,East Midlands,,89.627374,0.211168,1.836207,663.0
2020-09-01,E12000004,East Midlands,,89.863388,0.263329,1.824898,665.0
2020-10-01,E12000004,East Midlands,,90.131543,0.298403,1.699984,667.0
2020-11-01,E12000004,East Midlands,,90.248469,0.129728,1.654746,668.0
2020-12-01,E12000004,East Midlands,,90.509008,0.288691,2.009662,670.0
2021-01-01,E12000004,East Midlands,,90.648632,0.154265,2.233042,671.0
2021-02-01,E12000004,East Midlands,,91.002732,0.39063,2.329445,673.0
2021-03-01,E12000004,East Midlands,,91.230659,0.250462,2.511576,675.0
2021-04-01,E12000004,East Midlands,,91.523409,0.320889,2.602138,677.0
2021-05-01,E12000004,East Midlands,,92.001137,0.521973,3.004639,681.0
2021-06-01,E12000004,East Midlands,,92.070519,0.075415,2.979567,681.0
2021-07-01,E12000004,East Midlands,,92.316364,0.267018,3.217692,683.0
2021-08-01,E12000004,East Midlands,,92.699658,0.415196,3.427842,686.0
2021-09-01,E12000004,East Midlands,,93.032817,0.359396,3.526941,688.0
2021-10-01,E12000004,East Midlands,,93.331153,0.320678,3.549934,690.0
2021-11-01,E12000004,East Midlands,,93.664906,0.357601,3.78559,693.0
2021-12-01,E12000004,East Midlands,,94.1886,0.559114,4.065442,697.0
2022-01-01,E12000004,East Midlands,,94.546452,0.379932,4.299922,699.0
2022-02-01,E12000004,East Midlands,,94.987559,0.46655,4.378799,703.0
2022-03-01,E12000004,East Midlands,,95.520006,0.560544,4.701651,707.0
2022-04-01,E12000004,East Midlands,,95.972628,0.47385,4.861291,710.0
2022-05-01,E12000004,East Midlands,,96.275722,0.315813,4.646231,712.0
2022-06-01,E12000004,East Midlands,,96.695934,0.436467,5.023774,715.0
2022-07-01,E12000004,East Midlands,,96.905432,0.216657,4.971023,717.0
2022-08-01,E12000004,East Midlands,,97.436258,0.547778,5.10962,721.0
2022-09-01,E12000004,East Midlands,,97.945606,0.52275,5.280706,725.0
2022-10-01,E12000004,East Midlands,,98.516117,0.582477,5.555449,729.0
2022-11-01,E12000004,East Midlands,,99.457407,0.955468,6.184281,736.0
2022-12-01,E12000004,East Midlands,,99.714664,0.258661,5.86702,738.0
2023-01-01,E12000004,East Midlands,,100.0,0.286152,5.768114,740.0
2023-02-01,E12000004,East Midlands,,100.131462,0.131462,5.415344,741.0
2023-03-01,E12000004,East Midlands,,100.680634,0.548451,5.402667,745.0
2023-04-01,E12000004,East Midlands,,101.152249,0.468427,5.396978,748.0
2023-05-01,E12000004,East Midlands,,101.724487,0.565719,5.659542,753.0
2023-06-01,E12000004,East Midlands,,102.294295,0.560148,5.789655,757.0
2023-07-01,E12000004,East Midlands,,102.852083,0.545278,6.13655,761.0
2023-08-01,E12000004,East Midlands,,103.535765,0.664724,6.259997,766.0
2023-09-01,E12000004,East Midlands,,104.349929,0.78636,6.538652,772.0
2023-10-01,E12000004,East Midlands,,105.106392,0.72493,6.68954,778.0
2023-11-01,E12000004,East Midlands,,106.321537,1.156109,6.901577,787.0
2023-12-01,E12000004,East Midlands,,106.887911,0.532699,7.193773,791.0
2024-01-01,E12000004,East Midlands,,107.513273,0.585063,7.513273,795.0
2024-02-01,E12000004,East Midlands,,108.310457,0.741475,8.168257,801.0
2024-03-01,E12000004,East Midlands,,108.990664,0.628016,8.253851,806.0
2024-04-01,E12000004,East Midlands,,109.698705,0.649635,8.449101,812.0
2024-05-01,E12000004,East Midlands,,110.575319,0.799111,8.700788,818.0
2024-06-01,E12000004,East Midlands,,111.819575,1.125256,9.311644,827.0
2024-07-01,E12000004,East Midlands,,112.448848,0.562757,9.330647,832.0
2024-08-01,E12000004,East Midlands,,113.073474,0.555476,9.211995,837.0
2024-09-01,E12000004,East Midlands,,113.554569,0.425471,8.820936,840.0
2024-10-01,E12000004,East Midlands,,114.704428,1.012604,9.131734,849.0
2024-11-01,E12000004,East Midlands,,115.234932,0.462496,8.383433,853.0
2024-12-01,E12000004,East Midlands,,115.70536,0.408234,8.249249,856.0
2025-01-01,E12000004,East Midlands,,116.354556,0.561077,8.223435,861.0
2025-02-01,E12000004,East Midlands,,117.294407,0.807747,8.294629,868.0
2025-03-01,E12000004,East Midlands,,118.054728,0.648216,8.316367,873.0
2025-04-01,E12000004,East Midlands,,118.536143,0.40779,8.056101,877.0
2025-05-01,E12000004,East Midlands,,119.093788,0.470443,7.70377,881.0
2025-06-01,E12000004,East Midlands,,119.624467,0.445598,6.979898,885.0
2025-07-01,E12000004,East Midlands,,119.689619,0.054464,6.439169,886.0
2025-08-01,E12000004,East Midlands,,120.193919,0.42134,6.297185,889.0
2025-09-01,E12000004,East Midlands,,120.822739,0.523171,6.400596,894.0
2025-10-01,E12000004,East Midlands,,121.251403,0.354788,5.707692,897.0
2025-11-01,E12000004,East Midlands,,121.75954,0.419077,5.662006,901.0
2025-12-01,E12000004,East Midlands,,121.829647,0.057578,5.293002,901.0
2026-01-01,E12000004,East Midlands,,122.489962,0.541999,5.273026,906.0
2026-02-01,E12000004,East Midlands,,122.818373,0.268112,4.709488,909.0
2026-03-01,E12000004,East Midlands,,123.022278,0.166022,4.207837,910.0
2026-04-01,E12000004,East Midlands,,123.086377,0.052104,3.838689,911.0
2026-05-01,E12000004,East Midlands,,123.529985,0.360403,3.72496,914.0
2015-01-01,E12000005,West Midlands,,79.039676,,,615.0
2015-02-01,E12000005,West Midlands,,79.28485,0.31019,,617.0
2015-03-01,E12000005,West Midlands,,79.603517,0.401927,,619.0
2015-04-01,E12000005,West Midlands,,79.71321,0.1378,,620.0
2015-05-01,E12000005,West Midlands,,80.022666,0.388212,,622.0
2015-06-01,E12000005,West Midlands,,80.08554,0.07857,,623.0
2015-07-01,E12000005,West Midlands,,80.25723,0.214383,,624.0
2015-08-01,E12000005,West Midlands,,80.37642,0.148509,,625.0
2015-09-01,E12000005,West Midlands,,80.581169,0.254739,,627.0
2015-10-01,E12000005,West Midlands,,80.733152,0.188608,,628.0
2015-11-01,E12000005,West Midlands,,80.840766,0.133295,,629.0
2015-12-01,E12000005,West Midlands,,81.448814,0.752156,,633.0
2016-01-01,E12000005,West Midlands,,81.586626,0.169201,3.222369,634.0
2016-02-01,E12000005,West Midlands,,81.768393,0.22279,3.132432,636.0
2016-03-01,E12000005,West Midlands,,82.028497,0.318098,3.046323,638.0
2016-04-01,E12000005,West Midlands,,82.195869,0.204042,3.114489,639.0
2016-05-01,E12000005,West Midlands,,82.236032,0.048862,2.765924,640.0
2016-06-01,E12000005,West Midlands,,82.450559,0.260867,2.953115,641.0
2016-07-01,E12000005,West Midlands,,82.609699,0.193013,2.931162,642.0
2016-08-01,E12000005,West Midlands,,82.987811,0.457709,3.248952,645.0
2016-09-01,E12000005,West Midlands,,83.258083,0.325677,3.322009,647.0
2016-10-01,E12000005,West Midlands,,83.609321,0.421866,3.562562,650.0
2016-11-01,E12000005,West Midlands,,83.773917,0.196864,3.628308,651.0
2016-12-01,E12000005,West Midlands,,83.932652,0.18948,3.04957,653.0
2017-01-01,E12000005,West Midlands,,84.140422,0.247544,3.130165,654.0
2017-02-01,E12000005,West Midlands,,84.0696,-0.084171,2.814299,654.0
2017-03-01,E12000005,West Midlands,,84.170756,0.120323,2.611603,655.0
2017-04-01,E12000005,West Midlands,,84.44086,0.3209,2.731269,657.0
2017-05-01,E12000005,West Midlands,,84.58187,0.166993,2.852567,658.0
2017-06-01,E12000005,West Midlands,,84.997576,0.491483,3.089145,661.0
2017-07-01,E12000005,West Midlands,,85.392821,0.465008,3.369002,664.0
2017-08-01,E12000005,West Midlands,,85.597559,0.239759,3.144737,666.0
2017-09-01,E12000005,West Midlands,,85.734901,0.160451,2.974867,667.0
2017-10-01,E12000005,West Midlands,,85.773058,0.044506,2.587913,667.0
2017-11-01,E12000005,West Midlands,,85.851657,0.091637,2.480175,668.0
2017-12-01,E12000005,West Midlands,,86.03623,0.214991,2.506269,669.0
2018-01-01,E12000005,West Midlands,,86.14515,0.126598,2.382598,670.0
2018-02-01,E12000005,West Midlands,,86.363589,0.25357,2.728678,672.0
2018-03-01,E12000005,West Midlands,,86.493794,0.150764,2.759911,673.0
2018-04-01,E12000005,West Midlands,,86.764315,0.312764,2.751577,675.0
2018-05-01,E12000005,West Midlands,,86.889243,0.143986,2.727976,676.0
2018-06-01,E12000005,West Midlands,,86.973672,0.097168,2.324885,676.0
2018-07-01,E12000005,West Midlands,,87.142413,0.194014,2.048874,678.0
2018-08-01,E12000005,West Midlands,,87.24629,0.119203,1.926142,678.0
2018-09-01,E12000005,West Midlands,,87.438707,0.220546,1.987296,680.0
2018-10-01,E12000005,West Midlands,,87.770785,0.379784,2.329086,683.0
2018-11-01,E12000005,West Midlands,,87.906044,0.154104,2.392949,684.0
2018-12-01,E12000005,West Midlands,,88.040574,0.153039,2.329651,685.0
2019-01-01,E12000005,West Midlands,,88.271622,0.262434,2.468475,686.0
2019-02-01,E12000005,West Midlands,,88.325953,0.06155,2.272213,687.0
2019-03-01,E12000005,West Midlands,,88.348756,0.025817,2.144619,687.0
2019-04-01,E12000005,West Midlands,,88.524663,0.199105,2.028885,688.0
2019-05-01,E12000005,West Midlands,,88.554209,0.033376,1.916193,689.0
2019-06-01,E12000005,West Midlands,,88.480026,-0.083771,1.731966,688.0
2019-07-01,E12000005,West Midlands,,88.577224,0.109853,1.646513,689.0
2019-08-01,E12000005,West Midlands,,88.862658,0.322243,1.85265,691.0
2019-09-01,E12000005,West Midlands,,89.255639,0.442234,2.077949,694.0
2019-10-01,E12000005,West Midlands,,89.573514,0.35614,2.053905,697.0
2019-11-01,E12000005,West Midlands,,89.681314,0.120348,2.019509,697.0
2019-12-01,E12000005,West Midlands,,89.746245,0.072402,1.937369,698.0
2020-01-01,E12000005,West Midlands,,89.91821,0.191612,1.865365,699.0
2020-02-01,E12000005,West Midlands,,90.050872,0.147536,1.952901,700.0
2020-03-01,E12000005,West Midlands,,90.107021,0.062353,1.990141,701.0
2020-04-01,E12000005,West Midlands,,90.094683,-0.013692,1.77354,701.0
2020-05-01,E12000005,West Midlands,,90.487993,0.436552,2.183729,704.0
2020-06-01,E12000005,West Midlands,,90.596418,0.119823,2.391943,705.0
2020-07-01,E12000005,West Midlands,,90.756871,0.177107,2.460731,706.0
2020-08-01,E12000005,West Midlands,,91.166548,0.451401,2.592642,709.0
2020-09-01,E12000005,West Midlands,,91.298167,0.144372,2.288403,710.0
2020-10-01,E12000005,West Midlands,,91.52316,0.246437,2.176588,712.0
2020-11-01,E12000005,West Midlands,,91.435129,-0.096185,1.955607,711.0
2020-12-01,E12000005,West Midlands,,91.206951,-0.249551,1.627596,709.0
2021-01-01,E12000005,West Midlands,,91.633058,0.467187,1.90712,713.0
2021-02-01,E12000005,West Midlands,,91.679717,0.050919,1.808805,713.0
2021-03-01,E12000005,West Midlands,,92.112059,0.471579,2.225175,716.0
2021-04-01,E12000005,West Midlands,,92.59919,0.528846,2.779861,720.0
2021-05-01,E12000005,West Midlands,,93.06249,0.500329,2.845126,724.0
2021-06-01,E12000005,West Midlands,,93.413367,0.377033,3.109337,726.0
2021-07-01,E12000005,West Midlands,,93.810332,0.424956,3.36444,730.0
2021-08-01,E12000005,West Midlands,,94.072193,0.279139,3.187183,732.0
2021-09-01,E12000005,West Midlands,,94.3356,0.280005,3.326937,734.0
2021-10-01,E12000005,West Midlands,,94.529621,0.205671,3.284918,735.0
2021-11-01,E12000005,West Midlands,,94.938537,0.43258,3.831578,738.0
2021-12-01,E12000005,West Midlands,,95.39311,0.478807,4.589736,742.0
2022-01-01,E12000005,West Midlands,,95.84599,0.474751,4.597611,745.0
2022-02-01,E12000005,West Midlands,,96.290655,0.463938,5.029399,749.0
2022-03-01,E12000005,West Midlands,,95.890578,-0.415489,4.102089,746.0
2022-04-01,E12000005,West Midlands,,96.278501,0.404548,3.973373,749.0
2022-05-01,E12000005,West Midlands,,96.612967,0.347394,3.815153,751.0
2022-06-01,E12000005,West Midlands,,97.329075,0.741213,4.191807,757.0
2022-07-01,E12000005,West Midlands,,97.694302,0.37525,4.140237,760.0
2022-08-01,E12000005,West Midlands,,98.052343,0.366491,4.230953,763.0
2022-09-01,E12000005,West Midlands,,98.383973,0.338217,4.291459,765.0
2022-10-01,E12000005,West Midlands,,98.700113,0.321333,4.411836,768.0
2022-11-01,E12000005,West Midlands,,99.107845,0.413101,4.391586,771.0
2022-12-01,E12000005,West Midlands,,99.66259,0.559739,4.475669,775.0
2023-01-01,E12000005,West Midlands,,100.0,0.338553,4.334047,778.0
2023-02-01,E12000005,West Midlands,,100.458202,0.458202,4.328091,781.0
2023-03-01,E12000005,West Midlands,,101.178224,0.716738,5.514249,787.0
2023-04-01,E12000005,West Midlands,,102.115421,0.926283,6.062536,794.0
2023-05-01,E12000005,West Midlands,,103.311755,1.171551,6.933632,803.0
2023-06-01,E12000005,West Midlands,,103.923623,0.592255,6.775518,808.0
2023-07-01,E12000005,West Midlands,,104.337273,0.398032,6.799753,811.0
2023-08-01,E12000005,West Midlands,,105.111638,0.742175,7.199517,817.0
2023-09-01,E12000005,West Midlands,,105.850107,0.702557,7.58877,823.0
2023-10-01,E12000005,West Midlands,,106.552718,0.66378,7.956024,829.0
2023-11-01,E12000005,West Midlands,,107.126474,0.538472,8.090812,833.0
2023-12-01,E12000005,West Midlands,,107.66071,0.498696,8.025198,837.0
2024-01-01,E12000005,West Midlands,,109.017899,1.260617,9.017899,848.0
2024-02-01,E12000005,West Midlands,,109.748764,0.670409,9.248186,853.0
2024-03-01,E12000005,West Midlands,,110.594901,0.770976,9.307019,860.0
2024-04-01,E12000005,West Midlands,,110.875979,0.254151,8.579075,862.0
2024-05-01,E12000005,West Midlands,,111.560931,0.617764,7.984741,868.0
2024-06-01,E12000005,West Midlands,,112.599014,0.930508,8.347853,876.0
2024-07-01,E12000005,West Midlands,,113.64733,0.931017,8.923041,884.0
2024-08-01,E12000005,West Midlands,,114.744456,0.965377,9.164368,892.0
2024-09-01,E12000005,West Midlands,,115.178321,0.378114,8.812664,896.0
2024-10-01,E12000005,West Midlands,,115.825215,0.561646,8.702262,901.0
2024-11-01,E12000005,West Midlands,,116.389141,0.486877,8.646478,905.0
2024-12-01,E12000005,West Midlands,,116.9882,0.514703,8.663784,910.0
2025-01-01,E12000005,West Midlands,,117.333059,0.294781,7.627335,912.0
2025-02-01,E12000005,West Midlands,,117.925447,0.504878,7.450365,917.0
2025-03-01,E12000005,West Midlands,,118.238585,0.265539,6.911425,920.0
2025-04-01,E12000005,West Midlands,,118.713217,0.401419,7.068472,923.0
2025-05-01,E12000005,West Midlands,,119.248987,0.451314,6.891352,927.0
2025-06-01,E12000005,West Midlands,,119.657509,0.342579,6.268701,931.0
2025-07-01,E12000005,West Midlands,,119.789204,0.110059,5.404327,932.0
2025-08-01,E12000005,West Midlands,,120.287189,0.415718,4.830502,935.0
2025-09-01,E12000005,West Midlands,,121.075592,0.655434,5.120123,942.0
2025-10-01,E12000005,West Midlands,,121.896459,0.677978,5.241729,948.0
2025-11-01,E12000005,West Midlands,,122.779018,0.724023,5.490097,955.0
2025-12-01,E12000005,West Midlands,,123.097746,0.259595,5.22236,957.0
2026-01-01,E12000005,West Midlands,,123.667913,0.463183,5.399036,962.0
2026-02-01,E12000005,West Midlands,,123.73007,0.050261,4.922281,962.0
2026-03-01,E12000005,West Midlands,,123.943831,0.172764,4.825198,964.0
2026-04-01,E12000005,West Midlands,,124.007325,0.051228,4.459578,964.0
2026-05-01,E12000005,West Midlands,,124.267319,0.20966,4.20828,966.0
2015-01-01,E12000006,East of England,,76.408882,,,800.0
2015-02-01,E12000006,East of England,,76.833454,0.555659,,805.0
2015-03-01,E12000006,East of England,,77.116807,0.368788,,808.0
2015-04-01,E12000006,East of England,,77.378282,0.339063,,811.0
2015-05-01,E12000006,East of England,,77.720192,0.441869,,814.0
2015-06-01,E12000006,East of England,,78.029206,0.397598,,817.0
2015-07-01,E12000006,East of England,,78.29876,0.345452,,820.0
2015-08-01,E12000006,East of England,,78.619697,0.409889,,824.0
2015-09-01,E12000006,East of England,,78.990789,0.472008,,827.0
2015-10-01,E12000006,East of England,,79.443581,0.573222,,832.0
2015-11-01,E12000006,East of England,,79.754022,0.390769,,835.0
2015-12-01,E12000006,East of England,,80.058134,0.381312,,839.0
2016-01-01,E12000006,East of England,,80.40418,0.432244,5.228841,842.0
2016-02-01,E12000006,East of England,,80.796604,0.488064,5.158104,846.0
2016-03-01,E12000006,East of England,,81.200739,0.500188,5.295775,851.0
2016-04-01,E12000006,East of England,,81.571763,0.456922,5.419456,855.0
2016-05-01,E12000006,East of England,,81.883855,0.382597,5.357247,858.0
2016-06-01,E12000006,East of England,,82.280903,0.484892,5.448853,862.0
2016-07-01,E12000006,East of England,,82.600561,0.388496,5.494086,865.0
2016-08-01,E12000006,East of England,,82.925424,0.393294,5.476651,869.0
2016-09-01,E12000006,East of England,,83.317588,0.472912,5.4776,873.0
2016-10-01,E12000006,East of England,,83.690807,0.447947,5.346216,877.0
2016-11-01,E12000006,East of England,,83.99266,0.360677,5.314638,880.0
2016-12-01,E12000006,East of England,,84.174987,0.217075,5.142329,882.0
2017-01-01,E12000006,East of England,,84.629333,0.539764,5.254892,887.0
2017-02-01,E12000006,East of England,,84.885681,0.302906,5.060951,889.0
2017-03-01,E12000006,East of England,,85.161918,0.325423,4.878254,892.0
2017-04-01,E12000006,East of England,,85.418211,0.300948,4.715416,895.0
2017-05-01,E12000006,East of England,,85.527679,0.128155,4.449991,896.0
2017-06-01,E12000006,East of England,,85.752185,0.262496,4.218819,898.0
2017-07-01,E12000006,East of England,,85.969585,0.253521,4.078694,901.0
2017-08-01,E12000006,East of England,,86.12991,0.18649,3.864298,902.0
2017-09-01,E12000006,East of England,,86.371986,0.281059,3.66597,905.0
2017-10-01,E12000006,East of England,,86.607106,0.272219,3.484611,907.0
2017-11-01,E12000006,East of England,,86.68269,0.087272,3.202696,908.0
2017-12-01,E12000006,East of England,,86.856822,0.200884,3.186023,910.0
2018-01-01,E12000006,East of England,,86.949319,0.106495,2.74135,911.0
2018-02-01,E12000006,East of England,,87.191432,0.278452,2.716302,913.0
2018-03-01,E12000006,East of England,,87.287051,0.109666,2.495403,914.0
2018-04-01,E12000006,East of England,,87.394196,0.12275,2.313306,916.0
2018-05-01,E12000006,East of England,,87.431745,0.042965,2.226258,916.0
2018-06-01,E12000006,East of England,,87.54332,0.127614,2.088734,917.0
2018-07-01,E12000006,East of England,,87.652196,0.124368,1.957217,918.0
2018-08-01,E12000006,East of England,,87.80707,0.176691,1.947245,920.0
2018-09-01,E12000006,East of England,,88.017112,0.239209,1.904699,922.0
2018-10-01,E12000006,East of England,,88.116824,0.113286,1.74318,923.0
2018-11-01,E12000006,East of England,,88.283606,0.189275,1.84687,925.0
2018-12-01,E12000006,East of England,,88.330198,0.052775,1.696327,925.0
2019-01-01,E12000006,East of England,,88.50282,0.195428,1.786674,927.0
2019-02-01,E12000006,East of England,,88.750762,0.280151,1.788398,930.0
2019-03-01,E12000006,East of England,,88.799495,0.05491,1.732724,930.0
2019-04-01,E12000006,East of England,,88.885399,0.096739,1.706295,931.0
2019-05-01,E12000006,East of England,,89.090652,0.230919,1.897374,933.0
2019-06-01,E12000006,East of England,,89.169657,0.088679,1.857751,934.0
2019-07-01,E12000006,East of England,,89.324267,0.173388,1.907619,936.0
2019-08-01,E12000006,East of England,,89.520456,0.219637,1.951307,938.0
2019-09-01,E12000006,East of England,,89.728729,0.232654,1.94464,940.0
2019-10-01,E12000006,East of England,,89.823777,0.105929,1.937149,941.0
2019-11-01,E12000006,East of England,,89.915448,0.102056,1.848408,942.0
2019-12-01,E12000006,East of England,,89.966946,0.057275,1.852989,942.0
2020-01-01,E12000006,East of England,,90.109381,0.158319,1.815265,944.0
2020-02-01,E12000006,East of England,,90.264556,0.172208,1.705669,946.0
2020-03-01,E12000006,East of England,,90.269076,0.005008,1.654943,946.0
2020-04-01,E12000006,East of England,,90.286365,0.019153,1.576149,946.0
2020-05-01,E12000006,East of England,,90.354926,0.075937,1.419086,947.0
2020-06-01,E12000006,East of England,,90.37923,0.026899,1.356485,947.0
2020-07-01,E12000006,East of England,,90.339866,-0.043555,1.13698,946.0
2020-08-01,E12000006,East of England,,90.476907,0.151695,1.068416,948.0
2020-09-01,E12000006,East of England,,90.588664,0.12352,0.958373,949.0
2020-10-01,E12000006,East of England,,90.759164,0.188213,1.041357,951.0
2020-11-01,E12000006,East of England,,90.805343,0.050881,0.989703,951.0
2020-12-01,E12000006,East of England,,91.103351,0.328183,1.263136,954.0
2021-01-01,E12000006,East of England,,91.343101,0.263163,1.369137,957.0
2021-02-01,E12000006,East of England,,92.026819,0.748516,1.952331,964.0
